id,strain,sire,dam1,dam2,dam3,dam4,sex,generation,dob,litter.size,sevrage,dtc,n.females,n.males,n.sibs,n.cage,cage.id,cage.type,sire.present,multiple.dams,coat.color,d40,d50,d60,bw30,bw40,bw50,bw60,comments.x,age.sev,age.40,age.50,age.60,g1,g2,g3,pwg,dam1.age,dam2.age,dam3.age,dam4.age,dam.age,sac.date,sac.age,time,na,nt,femur,ecw,liver,spleen,kidney,heart,testis,gfp,rfp,mfp,ffp,brain,muscle,X1g_wt,comments.y,tail,tf
411,B6.A-17 BC1,4931,4944,4945,4959,=,M,BC1,2011-12-26,23,2012-01-27,2012-01-27,11,12,23,6,190,S,1,1,B,2012-02-04,2012-02-14,2012-02-24,15.95,19.95,22.78,23.64,D30+2,32,40,50,60,4,2.83,0.86,7.69,79,79,76,=,78,2012-02-26,62,17:35:00,89,177,14.8,9.832,0.928,0.059,0.249,0.1,0.154,0.36,0.088,0.218,0.347,0.407,0.148,0.999,Scale changed.  1 g weight = .999 g,88,1.013
412,B6.A-17 BC1,4931,4944,4945,4959,=,M,BC1,2011-12-26,23,2012-01-27,2012-01-27,11,12,23,6,190,S,1,1,B,2012-02-04,2012-02-14,2012-02-24,14.78,19.77,23.85,25.62,D30+2,32,40,50,60,4.99,4.08,1.77,10.84,79,79,76,=,78,2012-02-26,62,17:55:00,94,179,14.8,10.89,1.053,0.073,0.282,0.12,0.163,0.291,0.053,0.183,0.278,0.397,0.136,0.999,Scale changed.  1 g weight = .999 g,85,0.805
431,B6.A-19 BC1,4932,4940,4941,4943,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,7,4,11,4,195,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,11.4,17.75,22.97,23.81,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,6.35,5.22,0.84,12.41,84,84,84,=,84,2012-02-29,60,15:17:00,91,172,14.7,9.588,1.085,0.067,0.273,0.103,0.174,0.26,0.051,0.178,0.239,0.403,0.142,0.999,Scale changed.  1 g weight = .999 g,81,0.728
432,B6.A-19 BC1,4932,4940,4941,4943,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,7,4,11,4,195,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,11.52,18.49,21.19,22.62,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,6.97,2.7,1.43,11.1,84,84,84,=,84,2012-02-29,60,15:39:00,90,169,14.3,8.944,1.014,0.057,0.229,0.092,0.163,0.287,0.054,0.192,0.282,0.368,0.123,0.999,Scale changed.  1 g weight = .999 g,79,0.815
433,B6.A-19 BC1,4932,4940,4941,4943,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,7,4,11,4,195,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,12.44,20.3,23.07,25.59,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,7.86,2.77,2.52,13.15,84,84,84,=,84,2012-02-29,60,15:58:00,94,175,14.85,10.431,1.141,0.067,0.28,0.107,0.176,0.353,0.059,0.2,0.298,0.387,0.149,0.999,Scale changed.  1 g weight = .999 g,81,0.91
434,B6.A-19 BC1,4965,4985,4986,5094,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,6,5,11,5,196,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,15.75,20.7,21.61,24.01,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,4.95,0.91,2.4,8.26,74,74,50,=,66,2012-02-29,60,16:15:00,94,174,14.7,9.982,1.037,0.062,0.267,0.115,0.177,0.304,0.054,0.16,0.284,0.417,0.141,0.999,Scale changed.  1 g weight = .999 g,80,0.802
435,B6.A-19 BC1,4965,4985,4986,5094,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,6,5,11,5,196,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,14.68,19.11,21.15,22.78,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,4.43,2.04,1.63,8.1,74,74,50,=,66,2012-02-29,60,17:05:00,94,176,14.9,10.186,1.039,0.073,0.285,0.105,0.156,0.311,0.052,0.161,0.259,0.406,0.152,0.999,TISSUES IN TUBES 437; Scale changed.  1 g weight = .999 g,82,0.783
436,B6.A-19 BC1,4965,4985,4986,5094,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,6,5,11,5,196,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,14.4,20.56,23.32,24.84,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,6.16,2.76,1.52,10.44,74,74,50,=,66,2012-02-29,60,16:47:00,91,175,14.9,10.126,1.092,0.068,0.255,0.103,0.173,0.36,0.065,0.209,0.311,0.399,0.145,0.999,Scale changed.  1 g weight = .999 g,84,0.945
437,B6.A-19 BC1,4965,4985,4986,5094,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,6,5,11,5,196,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,15.02,20.65,23.48,25.11,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,5.63,2.83,1.63,10.09,74,74,50,=,66,2012-02-29,60,17:21:00,98,170,14.15,8.803,0.887,0.049,0.221,0.091,0.165,0.249,0.04,0.157,0.246,0.41,0.102,0.999,TISSUES IN TUBES 438; Scale changed.  1 g weight = .999 g,72,0.692
438,B6.A-19 BC1,4965,4985,4986,5094,=,M,BC1,2011-12-31,11,2012-01-30,2012-01-30,6,5,11,5,196,S,1,1,B,2012-02-09,2012-02-19,2012-02-29,14.01,17.8,20.6,21.89,IN WITH A LARGE LITTER; SHOWS REDUCED WEIGHT,30,40,50,60,3.79,2.8,1.29,7.88,74,74,50,=,66,2012-02-29,60,16:32:00,87,170,14.5,9.21,0.931,0.056,0.247,0.102,0.171,0.295,0.059,0.16,0.285,0.405,0.116,0.999,TISSUES IN TUBES 435; Scale changed.  1 g weight = .999 g,83,0.799
441,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-01-01,11,2012-01-31,2012-01-31,7,4,11,4,198,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,15.9,21.36,22.93,25.09,=,30,40,50,60,5.46,1.57,2.16,9.19,79,79,79,=,79,2012-03-01,60,15:43:00,93,171,14.6,10.138,1.133,0.07,0.274,0.112,0.185,0.358,0.072,0.205,0.274,0.339,0.176,0.998,Scale changed.  1 g weight = .998 g; rna/chip,78,0.909
442,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-01-01,11,2012-01-31,2012-01-31,7,4,11,4,198,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,17.41,21.34,22.94,25.54,=,30,40,50,60,3.93,1.6,2.6,8.13,79,79,79,=,79,2012-03-01,60,16:02:00,92,177,-,10.013,1.147,0.062,0.279,0.107,0.206,0.445,0.097,0.217,0.368,0.401,0.16,0.998,Scale changed.  1 g weight = .998 g,85,1.127
443,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-01-01,11,2012-01-31,2012-01-31,7,4,11,4,198,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,15.15,20.31,21.8,23.79,=,30,40,50,60,5.16,1.49,1.99,8.64,79,79,79,=,79,2012-03-01,60,16:23:00,91,174,14.8,9.693,1.004,0.061,0.273,0.109,0.163,0.301,0.056,0.162,0.222,0.391,0.157,0.998,Scale changed.  1 g weight = .998 g,83,0.741
444,B6.A-19 BC1,4962,4968,4969,4970,=,M,BC1,2012-01-01,11,2012-01-31,2012-01-31,7,4,11,4,198,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,11.25,18.08,18.65,15.76,=,30,40,50,60,6.83,0.57,-2.89,4.51,79,79,79,=,79,2012-03-01,60,16:45:00,79,167,13.5,6.28,0.506,0.028,0.183,0.091,0.149,0.045,0.003,0.055,0.113,-,0.121,0.998,HYDROCEPHALUS; Scale changed.  1 g weight = .998 g,88,0.216
445,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,13.78,19.25,22.29,25.27,=,30,40,50,60,5.47,3.04,2.98,11.49,79,79,79,=,79,2012-03-01,60,17:05:00,94,175,14.65,10.275,1.165,0.087,0.266,0.11,0.194,0.305,0.039,0.185,0.25,0.404,0.158,0.998,Scale changed.  1 g weight = .998 g,81,0.779
446,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,15,19.78,22.38,23.94,=,30,40,50,60,4.78,2.6,1.56,8.94,79,79,79,=,79,2012-03-01,60,17:21:00,93,175,14.45,9.818,0.967,0.057,0.224,0.103,0.163,0.314,0.052,0.181,0.266,0.388,0.173,0.998,Scale changed.  1 g weight = .998 g,82,0.813
447,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,14.53,19.18,20.49,22.4,=,30,40,50,60,4.65,1.31,1.91,7.87,79,79,79,=,79,2012-03-01,60,17:38:00,93,174,14.35,9.213,0.912,0.05,0.24,0.097,0.17,0.341,0.049,0.181,0.249,0.413,0.153,0.998,Scale changed.  1 g weight = .998 g,81,0.82
448,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,14.42,19.21,21.59,24.22,=,30,40,50,60,4.79,2.38,2.63,9.8,79,79,79,=,79,2012-03-01,60,17:50:00,93,176,14.55,9.88,0.942,0.062,0.26,0.11,-,0.341,0.058,0.197,0.269,0.387,0.157,0.998,Scale changed.  1 g weight = .998 g; Testis atrophied=0.035,83,0.865
449,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,15.12,20.13,22.27,24.79,=,30,40,50,60,5.01,2.14,2.52,9.67,79,79,79,=,79,2012-03-01,60,18:09:00,95,177,14.5,9.803,0.962,0.06,0.224,0.105,0.172,0.455,0.104,0.257,0.334,0.389,0.162,0.998,Scale changed.  1 g weight = .998 g,82,1.15
450,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,10.8,17.97,21.31,24.13,=,30,40,50,60,7.17,3.34,2.82,13.33,79,79,79,=,79,2012-03-01,60,18:26:00,89,174,14.5,10.129,0.969,0.06,0.256,0.109,0.172,0.269,0.036,0.15,0.217,0.394,0.163,0.998,Scale changed.  1 g weight = .998 g,85,0.672
452,B6.A-19 BC1,4967,4971,4972,4973,=,M,BC1,2012-01-01,15,2012-01-31,2012-01-31,7,8,15,4,199,S,1,1,B,2012-02-10,2012-02-20,2012-03-01,13.93,19.58,22.14,24.4,=,30,40,50,60,5.65,2.56,2.26,10.47,79,79,79,=,79,2012-03-01,60,18:40:00,89,174,14.3,9.788,0.991,0.06,0.256,0.11,0.153,0.402,0.082,0.213,0.296,0.394,0.152,0.998,Scale changed.  1 g weight = .998 g,85,0.993
453,B6.A-15 F1,4904,4756,4757,=,=,M,F1,2012-01-04,8,2012-02-03,2012-02-03,7,1,8,4,200,M,1,1,B,2012-02-13,2012-02-23,2012-03-04,18.49,22.53,25.13,26.7,=,30,40,50,60,4.04,2.6,1.57,8.21,165,165,=,=,165,2013-06-04,517,09:56:00,108,195,15.9,13.037,1.635,0.076,0.51,0.157,0.191,0.945,0.239,0.487,0.524,0.427,0.224,=,=,87,2.195
454,B6.A-X F1,4712,=,=,=,=,M,F1,2012-01-04,4,2012-02-03,2012-02-03,2,2,4,4,200,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,15.59,19.09,22.51,22.96,check pedigree,30,40,50,60,3.5,3.42,0.45,7.37,203,203,=,=,203,2012-03-05,61,10:47:00,93,172,14.4,9.388,1.2,0.061,0.263,0.103,0.191,0.375,0.078,0.195,0.347,0.389,0.14,0.999,Scale changed.  1 g weight = .999 g; rna/chip,79,0.995
455,B6.A-X F1,4712,=,=,=,=,M,F1,2012-01-04,4,2012-02-03,2012-02-03,2,2,4,4,200,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.93,18.36,21.73,23.2,check pedigree,30,40,50,60,3.43,3.37,1.47,8.27,203,203,=,=,203,2012-03-05,61,11:05:00,93,170,14.6,9.38,1.249,0.069,0.28,0.11,0.18,0.34,0.07,0.185,0.288,0.393,0.146,0.999,Scale changed.  1 g weight = .999 g,77,0.883
458,B6.C,3527,3524,3525,3526,=,M,3,2012-01-04,6,2012-02-03,2012-02-03,1,5,6,1,202,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,17.25,21.99,25.46,27.06,=,30,40,50,60,4.74,3.47,1.6,9.81,127,127,127,=,127,2012-03-05,61,10:29:00,94,177,15.2,11.536,1.575,0.108,0.357,0.123,0.158,0.209,0.027,0.149,0.204,0.402,0.164,0.999,Scale changed.  1 g weight = .999 g,83,0.589
459,B6.C,3527,3524,3525,3526,=,M,3,2012-01-04,6,2012-02-03,2012-02-03,1,5,6,1,202,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,17.15,21.02,23.75,26.29,=,30,40,50,60,3.87,2.73,2.54,9.14,127,127,127,=,127,2012-03-05,61,16:55:00,94,178,14.65,10.948,1.351,0.12,0.343,0.13,0.174,0.194,0.028,0.153,0.203,0.395,0.172,0.999,Femur ball was flat; added +.1 mm; Scale changed.  1 g weight = .999 g,84,0.578
460,B6.C,3527,3524,3525,3526,=,M,3,2012-01-04,6,2012-02-03,2012-02-03,1,5,6,1,202,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,16.95,20.61,23.35,24.56,=,30,40,50,60,3.66,2.74,1.21,7.61,127,127,127,=,127,2012-03-05,61,18:35:00,95,178,14.8,9.973,1.068,0.069,0.3,0.114,0.19,0.323,0.065,0.177,0.292,0.395,0.135,0.999,Scale changed.  1 g weight = .999 g; rna/chip,83,0.857
461,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,203,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.58,19.95,23.04,23.76,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,5.37,3.09,0.72,9.18,88,88,88,=,88,2012-03-05,61,11:22:00,92,176,14.7,9.958,1.226,0.064,0.29,0.103,0.176,0.302,0.064,0.201,0.309,0.398,0.15,0.999,Scale changed.  1 g weight = .999 g,84,0.876
462,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,203,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.55,19.08,21.74,22.55,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,4.53,2.66,0.81,8,88,88,88,=,88,2012-03-05,61,11:40:00,91,176,14.7,9.462,1.208,0.053,0.255,0.107,0.19,0.302,0.047,0.174,0.268,0.403,0.156,0.999,Scale changed.  1 g weight = .999 g,85,0.791
463,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,203,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.31,19.45,22.38,23.29,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,5.14,2.93,0.91,8.98,88,88,88,=,88,2012-03-05,61,12:01:00,91,176,14.55,9.758,1.169,0.055,0.271,0.104,0.188,0.278,0.047,0.163,0.289,0.411,0.153,0.999,Scale changed.  1 g weight = .999 g,85,0.777
464,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,203,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.43,18.41,20.9,22.49,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,3.98,2.49,1.59,8.06,88,88,88,=,88,2012-03-05,61,12:20:00,93,174,14.4,9.289,1.121,0.059,0.241,0.096,0.174,0.313,0.054,0.185,0.269,0.406,0.149,0.999,Scale changed.  1 g weight = .999 g,81,0.821
465,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,204,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,14.39,18.74,20.89,22.9,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,4.35,2.15,2.01,8.51,88,88,88,=,88,2012-03-05,61,17:12:00,93,174,14.75,9.184,0.872,0.06,0.248,0.093,0.183,0.287,0.047,0.18,0.224,0.405,0.127,0.999,Scale changed.  1 g weight = .999 g,81,0.738
466,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,204,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,12.39,17.19,19.55,21.82,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,4.8,2.36,2.27,9.43,88,88,88,=,88,2012-03-05,61,17:30:00,91,170,14.2,8.592,0.912,0.058,0.235,0.087,0.171,0.213,0.015,0.142,0.2,0.382,0.128,0.999,Scale changed.  1 g weight = .999 g,79,0.57
467,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,204,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,13.69,17.6,19.73,20.67,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,3.91,2.13,0.94,6.98,88,88,88,=,88,2012-03-05,61,17:47:00,90,172,14.4,8.599,0.843,0.057,0.227,0.087,0.183,0.266,0.042,0.155,0.264,0.393,0.133,0.999,Scale changed.  1 g weight = .999 g,82,0.727
468,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,204,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,15.46,19.44,21.73,22.92,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,3.98,2.29,1.19,7.46,88,88,88,=,88,2012-03-05,61,18:02:00,94,179,14.55,9.569,0.93,0.055,0.27,0.105,0.192,0.304,0.054,0.204,0.255,0.393,0.149,0.999,Scale changed.  1 g weight = .999 g,85,0.817
469,B6.A-17 BC1,4930,4937,4938,4939,=,M,BC1,2012-01-04,15,2012-02-03,2012-02-03,6,9,15,4,200,S,1,1,B,2012-02-13,2012-02-23,2012-03-04,13.57,18.52,22.6,24.51,TWO LITTERS : 4/ENE & 5/ENE. WEANED SIMULTANEOUSLY,30,40,50,60,4.95,4.08,1.91,10.94,88,88,88,=,88,2012-03-05,61,18:19:00,92,176,14.75,9.723,0.981,0.067,0.261,0.1,0.18,0.299,0.056,0.171,0.306,0.42,0.158,0.999,Scale changed.  1 g weight = .999 g,84,0.832
472,B6.C,4706,4707,4708,4709,=,M,1,2012-01-07,3,2012-02-06,2012-02-06,2,1,3,2,202,S,1,1,B,2012-02-16,2012-02-26,2012-03-07,13.77,17.54,19.43,23.5,TAILS MIXED BUT RE-SORTED,30,40,50,60,3.77,1.89,4.07,9.73,319,319,319,=,319,2012-03-07,60,14:22:00,89,165,14.15,9.016,1.135,0.067,0.241,0.102,0.149,0.349,0.057,0.132,0.291,0.382,0.122,0.999,Scale changed.  1 g weight = .999 g,76,0.829
473,B6.A-15 F1,4704,4756,4757,=,=,M,F1,2012-01-07,3,2012-02-06,2012-02-06,2,1,3,2,202,M,1,1,B,2012-02-16,2012-02-26,2012-03-07,15.3,21.14,24.56,27.18,TAILS MIXED BUT RE-SORTED,30,40,50,60,5.84,3.42,2.62,11.88,168,168,=,=,168,2013-06-04,514,10:13:00,105,195,15.7,13.189,1.806,0.077,0.527,0.166,0.207,0.97,0.303,0.448,0.539,0.403,0.195,=,=,90,2.26
474,B6.A-15 BC1,3515,3565,3566,=,=,M,BC1,2012-01-07,7,2012-02-06,2012-02-06,3,4,7,4,203,S,1,1,B,2012-02-16,2012-02-26,2012-03-07,15.4,20.64,23.8,25.94,=,30,40,50,60,5.24,3.16,2.14,10.54,114,114,=,=,114,2012-03-07,60,14:39:00,94,175,14.45,9.87,1.212,0.063,0.284,0.106,0.18,0.486,0.122,0.26,0.382,0.411,0.152,0.999,Scale changed.  1 g weight = .999 g,81,1.25
475,B6.A-15 BC1,3515,3565,3566,=,=,M,BC1,2012-01-07,7,2012-02-06,2012-02-06,3,4,7,4,203,S,1,1,B,2012-02-16,2012-02-26,2012-03-07,16.54,22.36,24.94,26.19,=,30,40,50,60,5.82,2.58,1.25,9.65,114,114,=,=,114,2012-03-07,60,14:56:00,94,179,14.6,10.224,1.075,0.065,0.289,0.115,0.19,0.423,0.102,0.249,0.337,0.423,0.128,0.999,Scale changed.  1 g weight = .999 g,85,1.111
478,B6.A-15 BC1,3511,3564,=,=,=,M,BC1,2012-01-10,7,2012-02-09,2012-02-09,2,4,6,4,204,S,0,0,B,2012-02-19,2012-02-29,2012-03-10,14.85,20.94,22.69,24.36,=,30,40,50,60,6.09,1.75,1.67,9.51,117,=,=,=,117,2012-03-10,60,13:05:00,94,169,14.6,9.811,1.166,0.066,0.268,0.103,0.177,0.3,0.052,0.146,0.254,0.407,0.145,0.999,=,75,0.752
479,B6.A-15 BC1,3511,3564,=,=,=,M,BC1,2012-01-10,7,2012-02-09,2012-02-09,2,4,6,4,204,S,0,0,B,2012-02-19,2012-02-29,2012-03-10,16.26,21.5,24.6,26.06,=,30,40,50,60,5.24,3.1,1.46,9.8,117,=,=,=,117,2012-03-10,60,13:20:00,93,174,14.75,10.796,1.279,0.063,0.271,0.107,0.181,0.31,0.057,0.201,0.258,0.4,0.139,0.999,=,81,0.826
